新兔兔,#genre#
湖南卫视4K超高清,http://8.140.57.83:88/zgst.php?t=1&column=350&id=96038
四川卫视4K超高清,http://140.210.9.53:8800/SuanFaZhibo/live6/zgst.php?id=sc4k
四川卫视4K超高清,http://8.140.57.83:88/zgst.php?t=3&column=350&id=95965
深圳卫视4K超高清,http://140.210.9.53:8800/SuanFaZhibo/live6/zgst.php?id=sz4k
深圳卫视4K超高清,http://8.140.57.83:88/zgst.php?t=2&m3u8=https://livepull-tcms.sztv.com.cn/live/sz4KB.m3u8
深圳卫视4K超高清,https://cdn3.163189.xyz/163189/szws4k
浙江卫视4K超高清,https://play-qukan.cztv.com/live/1758879019692345.m3u8
浙江卫视4K超高清,https://play-qukan.cztv.com/live/1758879019692345.m3u8
浙江卫视4k超高清,https://play-qukan.cztv.com/live/1758879019692345.m3u8
广州南国都市4K,https://tencentplaybusiness.gztv.com/live/nanguodushi.m3u8
苏州4K,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8
凤凰中文台,https://cdn6.163189.xyz/163189/fhzw
凤凰资讯台,https://cdn6.101.qzz.io/163189/fhzx
凤凰香港台,https://cdn6.101.qzz.io/163189/fhhk
凤凰电影台,http://www.liyajun.top:7088/udp/239.253.93.81:6247
RTHK31,https://cdn.163189.xyz/163189/rthk31
RTHK32,https://cdn.163189.xyz/163189/rthk32
HOY77,https://cdn6.101.qzz.io/163189/hoy
ViuTV,https://cdn.163189.xyz/163189/viu
华丽翡翠台,https://o11.163189.xyz/stream/live/hlt/
Astro AOD,https://o11.163189.xyz/stream/live/aod/
Astro AEC,https://o11.163189.xyz/stream/live/aec/
Astro QJ,https://o11.163189.xyz/stream/live/qj/
爱奇艺,https://o11.163189.xyz/stream/live/iqiyi/
千禧经典台,https://o11.163189.xyz/stream/live/tvbc/
华数动画电影,http://119.123.179.9:8086/hls/78/index.m3u8
华数电影,http://hmfs.f3322.net:3388/hls/40/index.m3u8
龙华电影,https://cdn8.163189.xyz/163189/ly
龙华经典,https://cdn8.163189.xyz/163189/lhjd
龙华偶像,https://cdn8.163189.xyz/163189/lhox
龙华日韩,https://cdn8.163189.xyz/163189/lhrh
龙华戏剧,https://cdn8.163189.xyz/163189/lhxj
邵氏动作,http://38.75.136.137:98/gslb/dsdqpub/lbssdz.m3u8?auth=testpub
邵氏喜剧,http://38.75.136.137:98/gslb/dsdqpub/lbssxj.m3u8?auth=testpub
邵氏电影,http://38.75.136.137:98/gslb/dsdqpub/lbssdy.m3u8?auth=testpub
邵氏武侠,http://38.75.136.137:98/gslb/dsdqpub/lbsswx.m3u8?auth=testpub
新加波5频道,https://cdn6.101.qzz.io/163189/ch5
新加波8频道,https://cdn6.101.qzz.io/163189/ch8
新加波U频道,https://cdn6.101.qzz.io/163189/chu
奥地利红牛,https://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master.m3u8
华数影院1频道,http://123.115.206.166:7151/hls/44/index.m3u8
华数影院2频道,http://123.115.206.166:7151/hls/45/index.m3u8
华数影院3频道,http://123.115.206.166:7151/hls/46/index.m3u8
华数影院4频道,http://123.115.206.166:7151/hls/47/index.m3u8
凤凰电影,http://iot-mqqt.111yao.cn:8080/live/diyp_fhdy.m3u8
CHC影迷电影,http://114.66.3.23:1991/migu720p.php?id=952383261
CHC动作电影,http://114.66.3.23:1991/miguVIP.php?id=644368714
CHC家庭影院,http://114.66.3.23:1991/miguVIP.php?id=644368373
经典香港电影,http://114.66.3.23:1991/migu720p.php?id=625703337
抗战经典影片,http://114.66.3.23:1991/migu720p.php?id=617432318
新片放映厅,http://114.66.3.23:1991/migu720p.php?id=619495952
和美乡途轮播台,http://114.66.3.23:1991/migu720p.php?id=713591450
血色山河·抗日战争影像志,http://114.66.3.23:1991/migu720p.php?id=713600957
武术世界,http://114.66.3.23:1991/migu720p.php?id=958475359
邵氏影院,http://111.170.156.74:3344/轮播/douyu/dy.php?id=4246519
华语影视,http://111.170.156.74:3344/轮播/douyu/dy.php?id=3928
神乐影视,http://111.170.156.74:3344/轮播/douyu/dy.php?id=85894
冰冰影厅,http://111.170.156.74:3344/轮播/douyu/dy.php?id=74374
刀刀影院,http://111.170.156.74:3344/轮播/douyu/dy.php?id=747764
可乐影视,http://111.170.156.74:3344/轮播/douyu/dy.php?id=20415
经典剧集,http://111.170.156.74:3344/轮播/douyu/dy.php?id=6863367
安徽经济生活,http://111.170.156.74:3344/地方/地方/anhui/anhui.php?id=ahjjsh
安徽综艺体育,http://111.170.156.74:3344/地方/地方/anhui/anhui.php?id=ahzyty
安徽影视,http://111.170.156.74:3344/地方/地方/anhui/anhui.php?id=ahys
安徽公共,http://111.170.156.74:3344/地方/地方/anhui/anhui.php?id=ahgg
安徽公共,http://60.174.40.117:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
安徽农业科教,http://111.170.156.74:3344/地方/地方/anhui/anhui.php?id=ahnykj
安徽农业科教,http://60.174.40.117:85/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
安徽国际,http://111.170.156.74:3344/地方/地方/anhui/anhui.php?id=ahgj
安徽移动,http://111.170.156.74:3344/地方/地方/anhui/anhui.php?id=ahyd
蚌埠新闻,http://111.170.156.74:3344/地方/地方/anhui/anhuishixun.php?id=bbxw
淮北新闻综合,http://111.170.156.74:3344/地方/地方/anhui/anhuishixun.php?id=hbxwzh
安庆新闻综合,http://111.170.156.74:3344/地方/地方/anhui/anhuishixun.php?id=aqxwzh
六安综合,http://111.170.156.74:3344/地方/地方/anhui/anhuishixun.php?id=lazh
芜湖新闻综合,http://111.170.156.74:3344/地方/地方/anhui/anhuishixun.php?id=whxwzh
芜湖新闻综合,http://111.170.156.74:3344/地方/地方/anhui/wuhu.php?id=whxwzh
宣城综合,http://111.170.156.74:3344/地方/地方/anhui/anhuishixun.php?id=xczh
亳州综合,http://111.170.156.74:3344/地方/地方/anhui/bozhou.php?id=bzzh
亳州农村,http://111.170.156.74:3344/地方/地方/anhui/bozhou.php?id=bznc
芜湖生活,http://111.170.156.74:3344/地方/地方/anhui/wuhu.php?id=whsh
池州新闻综合,http://60.174.40.117:85/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
池州文教生活,http://60.174.40.117:85/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
阜阳教育,http://41007.hlsplay.aodianyun.com/tv_radio_41007/tv_channel_2852.m3u8?auth_key=4835990057-0-0-017419faa93529a4aa5fc283632732ca&extra_key=vQshsQkSOG1FT9Mb763SReA_ScJbWZE1GdTHuMtghVIye3UhXJWOF-WqFU3cuQ-uD1nO3QrpvlmEGnULzFj7L_nbUOgIFmahrvO-Mu8U3Rx4MRBSMj7QUjXKdwK-4_tfiHF9qHU4TLF_9Q9bpL7Sk2xp6AMy4uMlD3O5Hmrnu1w2QzhRwTPxeTmKO9iTZamR
固镇综合,http://www.guzhenm.com:7001/hls/hd-live.m3u8
固镇综合,http://www.guzhenm.com:7001/hls/hd-live.m3u8?zanhd
歙县综合,http://112.30.194.221:20080/live/4b3024127d1c472986ccdcb454f81a9f/hls.m3u8
岳西综合,http://112.30.194.221:20080/live/b62955a9283f4c2ea8ccb96e8ac468bc/hls.m3u8
灵璧综合,http://live.cms.anhuinews.com/video/s10003-lbtv/index.m3u8
天津卫视,http://8.140.57.83:88/wsd.php?id=30001110000000000000000000000698
天津1新闻,http://8.140.57.83:88/wsd.php?id=30001110000000000000000000000699
天津2文艺,http://8.140.57.83:88/wsd.php?id=30001110000000000000000000000700
天津3影视,http://8.140.57.83:88/wsd.php?id=30001110000000000000000000000701
天津4都市,http://8.140.57.83:88/wsd.php?id=30001110000000000000000000000702
天津5体育,http://8.140.57.83:88/wsd.php?id=30001110000000000000000000000692
天津6教育,http://8.140.57.83:88/wsd.php?id=30001110000000000000000000000693
羽球精品赛事,http://8.140.57.83:88/wsd.php?id=30001110000000000000000000001942
湖南经视,http://111.170.156.74:3344/地方/地方/hunan/hunan.php?id=hnjs
湖南娱乐,http://111.170.156.74:3344/地方/地方/hunan/hunan.php?id=hnyl
湖南电影,http://111.170.156.74:3344/地方/地方/hunan/hunan.php?id=hndy
湖南都市,http://111.170.156.74:3344/地方/地方/hunan/hunan.php?id=hnds
湖南电视剧,http://111.170.156.74:3344/地方/地方/hunan/hunan.php?id=hndsj
湖南爱晚,http://111.170.156.74:3344/地方/地方/hunan/hunan.php?id=hnaw
湖南国际,http://111.170.156.74:3344/地方/地方/hunan/hunan.php?id=hngj
金鹰纪实,http://111.170.156.74:3344/地方/地方/hunan/hunan.php?id=jyjs
金鹰卡通,http://111.170.156.74:3344/地方/地方/hunan/hunan.php?id=jykt
先锋乒羽,http://111.170.156.74:3344/地方/地方/hunan/hunan.php?id=xfpy
快乐垂钓,http://111.170.156.74:3344/地方/地方/hunan/hunan.php?id=klcd
茶频道,http://111.170.156.74:3344/地方/地方/hunan/hunan.php?id=cpd
长沙新闻综合,http://111.170.156.74:3344/地方/地方/hunan/hunan.php?id=csxwzh
长沙政法频道,http://111.170.156.74:3344/地方/地方/hunan/hunan.php?id=cszfpd
长沙女性频道,http://111.170.156.74:3344/地方/地方/hunan/hunan.php?id=csnxpd
快乐购,http://111.170.156.74:3344/地方/地方/hunan/hunan.php?id=klg
邵阳新闻综合,http://111.170.156.74:3344/地方/地方/hunan/shaoyang.php?id=syxwzh
邵阳公共,http://111.170.156.74:3344/地方/地方/hunan/shaoyang.php?id=sygg
上海新闻综合,http://bp-livetytv.bestv.cn/ch/bestvxwzh.m3u8
上海新纪实,http://bp-resource-dfl.bestv.cn/155/3/video.m3u8
爱上海,http://bp-resource-dfl.bestv.cn/148/3/video.m3u8
第一财经,http://bp-livetytv.bestv.cn/ch/bestvdycj.m3u8
五星体育,http://bp-livetytv.bestv.cn/ch/bestvwxty.m3u8
五星体育,http://111.170.156.74:3344/地方/地方/shanghai/shanghai.php?id=wxty
上海都市,http://bp-livetytv.bestv.cn/ch/bestvdspd.m3u8
上海都市,http://118.89.118.7:88/live/shanghai/shanghai.php?id=ds
魔都眼,http://bp-livetytv.bestv.cn/ch/bestvshanghaieye.m3u8
法制天地,http://182.32.204.243:1015/tsfile/live/1094_1.m3u8?key=txiptv
乐游,http://223.10.81.133:8888/udp/239.1.1.84:8084
乐游,http://sh.lnott.top:880/dx113.m3u8
广东卫视,http://111.170.156.74:3344/广东地方/gdtv.php?id=43
广东珠江,http://111.170.156.74:3344/广东地方/gdtv.php?id=44
广东珠江,https://tx-zjlizhi.gdtv.cn/live/gdzj-1758588597.ts?txspiseq=103087690464405793657
广东珠江,http://php.jdshipin.com:8880/TVOD/iptv.php?id=gdzj
广东珠江,http://php.jdshipin.com/TVOD/iptv.php?id=gdzj
广东新闻,http://111.170.156.74:3344/广东地方/gdtv.php?id=45
广东民生,http://111.170.156.74:3344/广东地方/gdtv.php?id=48
广东体育,http://111.170.156.74:3344/广东地方/gdtv.php?id=47
广东体育,http://php.jdshipin.com/TVOD/iptv.php?id=gdty
广东体育,http://218.13.170.98:9901/tsfile/live/0019_1.m3u8
广东体育,http://120.237.149.185:5003/custom4.m3u8?token=7375646f95544ad8aca610b97d8c3521cae48155&z=1f4e
大湾区卫视,http://111.170.156.74:3344/广东地方/gdtv.php?id=51
大湾区卫视（海外版）,http://111.170.156.74:3344/广东地方/gdtv.php?id=46
广东影视,http://111.170.156.74:3344/广东地方/gdtv.php?id=53
4K超高清,http://111.170.156.74:3344/广东地方/gdtv.php?id=16
广东少儿,http://111.170.156.74:3344/广东地方/gdtv.php?id=54
嘉佳卡通,http://111.170.156.74:3344/广东地方/gdtv.php?id=66
南方购物,http://111.170.156.74:3344/广东地方/gdtv.php?id=42
岭南戏曲,http://111.170.156.74:3344/广东地方/gdtv.php?id=15
广东移动,http://111.170.156.74:3344/广东地方/gdtv.php?id=74
广东台经典剧,http://111.170.156.74:3344/广东地方/gdtv.php?id=100
纪录片,http://111.170.156.74:3344/广东地方/gdtv.php?id=94
GRTN健康频道,http://111.170.156.74:3344/广东地方/gdtv.php?id=99
GRTN文化频道,http://111.170.156.74:3344/广东地方/gdtv.php?id=75
GRTN生活频道,http://111.170.156.74:3344/广东地方/gdtv.php?id=102
汕头综合,http://111.170.156.74:3344/广东地方/sttv.php?id=st1
汕头综合,http://111.170.156.74:3344/广东地方/sttv.php?id=st2
汕头综合,http://49.232.136.26:1323/sttv.php?id=st1
广州综合,http://111.170.156.74:3344/地方/地方/guangdong/guangzhou.php?id=zhonghe
广州综合,http://111.170.156.74:3344/地方频道/guangdong/guangzhou.php?id=zhonghe
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=82c6bfd1d14bdd5cefbeb40aae404dd5&txTime=194d0c43cd6
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=9e5008d4b91944fa76a957a93ae54870&txTime=1903e5f1cfd
广州新闻,http://111.170.156.74:3344/地方/地方/guangdong/guangzhou.php?id=xinwen
广州新闻,http://111.170.156.74:3344/地方频道/guangdong/guangzhou.php?id=xinwen
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=c8ffc2c11f17d87d365f3b29bf8ef7fa&txTime=18f3392b07f
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=4c09e8c2d093bcb692e036ae54ff87c7&txTime=1903e37cd8a
广州竞赛,http://111.170.156.74:3344/地方/地方/guangdong/guangzhou.php?id=jingsai
广州竞赛,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=9be68e7c35579d02d11f6968531343ea&txTime=1903ea2dd6a
广州影视,http://111.170.156.74:3344/地方/地方/guangdong/guangzhou.php?id=yingshi
广州影视,http://111.170.156.74:3344/地方频道/guangdong/guangzhou.php?id=yingshi
广州影视,https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=0674147ee98861c9fa6f58250ae272cd&txTime=194d0c43cd7
广州影视,https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=ec79a0d817981989c161f548c48c2954&txTime=1903e79e680
广州法治,http://111.170.156.74:3344/地方/地方/guangdong/guangzhou.php?id=fazhi
广州法治,https://tencentplay.gztv.com/live/fazhi.m3u8?txSecret=040cda8ae37088f2b96bea7b68bd0eb5&txTime=1903e5b8abe
广州南国都市,http://111.170.156.74:3344/地方/地方/guangdong/guangzhou.php?id=shenghuo
广州南国都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=550af55c0ea34ce492748481415b6dfa&txTime=1903e7b17de
江门综合,http://111.170.156.74:3344/地方/地方/guangdong/jiangmen.php?id=jmzh
